"id","td_id","catalog_id","manufacturer_id","active","language","code","title","slug","meta_title","meta_keywords","meta_description","content","short_description","first_page","offer","stock","created_at","updated_at","type","search_code"
"3493759",,"0","599","active","ro","D1092","Placute frana","placute-frana-smd1092","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;184.2</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime 1/Inaltime 2[mm]</th>
			<td>&nbsp;64/60</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;18</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","24/11/2016 16:11:44","28/11/2016 16:56:28","kit",""
"3493760",,"0","600","active","ro","D667","Placute frana","placute-frana-smd667","Placute frana","Placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte&nbsp; montare</th>
			<td>&nbsp;&nbsp;&nbsp; spate</td>
		</tr>
		<tr>
			<th scope=""row"">Lungime</th>
			<td>&nbsp;&nbsp; 140.5</td>
		</tr>
		<tr>
			<th scope=""row"">Latime</th>
			<td>&nbsp;&nbsp; 49.3</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime</th>
			<td>&nbsp;&nbsp; 14.6</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","24/11/2016 16:12:28","28/11/2016 16:28:15","kit",""
"3493761",,"0","599","active","ro","D1020","Placute frana semi-metalice","placute-frana-semi-metalice-d1020","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;spate</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;122.7</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;45.2</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;15.5</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","24/11/2016 16:37:48","28/11/2016 15:43:30","kit",""
"3493763",,"0","599","active","ro","D1019","Placute frana","placute-frana-smd1019","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;180.6</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;59</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;13.7</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","24/11/2016 17:12:59","28/11/2016 16:22:58","kit",""
"3493765",,"0","577","active","ro","38178","Rola intinzatoare ","rola-intinzatoare-38178","Rola intinzatoare ","Rola intinzatoare ","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Diametru</th>
			<td>&nbsp;&nbsp;&nbsp; 70</td>
		</tr>
		<tr>
			<th scope=""row"">Latime</th>
			<td>&nbsp;&nbsp;&nbsp; 31</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","24/11/2016 18:04:36","24/11/2016 18:04:36","kit",""
"3493766",,"0","577","active","ro","12590963","Rola ghidare ","rola-ghidare-12590963","Rola ghidare ","Rola ghidare ","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Diametru</th>
			<td>&nbsp;&nbsp; 70</td>
		</tr>
		<tr>
			<th scope=""row"">Latime</th>
			<td>&nbsp;&nbsp; 31</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","24/11/2016 18:21:55","24/11/2016 18:21:55","kit",""
"3493767",,"0","35","active","ro","KIT577BCK","Set curea transmisie cu caneluri ","set-curea-transmisie-cu-caneluri-kit577bck","Set curea transmisie cu caneluri ","Set curea transmisie cu caneluri ","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Curea transmisie</th>
			<td>&nbsp;&nbsp; 5060915</td>
		</tr>
		<tr>
			<th scope=""row"">Rola intinzator</th>
			<td>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 89269</td>
		</tr>
		<tr>
			<th scope=""row"">Rola ghidare</th>
			<td>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 89058</td>
		</tr>
		<tr>
			<th scope=""row"">Termen&nbsp; de livrare</th>
			<td>&nbsp;&nbsp;&nbsp; 5-12 zile</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_supplier_stock","24/11/2016 18:58:26","24/11/2016 18:58:26","kit",""
"3493768",,"0","418","active","ro","BD125079","Disc frana","disc-frana-bd125079","Disc frana","Disc frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;&nbsp; spate</td>
		</tr>
		<tr>
			<th scope=""row"">Tip disc</th>
			<td>&nbsp;&nbsp;&nbsp; plin</td>
		</tr>
		<tr>
			<th scope=""row"">&nbsp;</th>
			<td>&nbsp;</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","24/11/2016 20:27:17","24/11/2016 20:49:26","kit",""
"3493769",,"0","418","active","ro","BD126583","Disc frana","disc-frana-bd126583","Disc frana","Disc frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;&nbsp; fata +spate</td>
		</tr>
		<tr>
			<th scope=""row"">Diametru exterior</th>
			<td>&nbsp;&nbsp;&nbsp; 305 mm</td>
		</tr>
		<tr>
			<th scope=""row"">Tip disc</th>
			<td>&nbsp;&nbsp;&nbsp; ventilat</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","24/11/2016 21:23:46","24/11/2016 21:23:46","kit",""
"3493770",,"0","589","active","ro","19256702","Cupla intermediara coloana volan ","cupla-intermediara-coloana-volan-19256702","Cupla intermediara coloana volan ","Cupla intermediara coloana volan ","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;&nbsp; coloana volan</td>
		</tr>
		<tr>
			<th scope=""row"">Produs</th>
			<td>&nbsp;&nbsp; origine</td>
		</tr>
		<tr>
			<th scope=""row"">Reper poza OE</th>
			<td>&nbsp;&nbsp; pozitia 23</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","25/11/2016 15:01:29","18/7/2019 10:27:46","kit",""
"3493771",,"0","589","active","ro","15856421","Suport diferential","suport-diferential-15856421","Suport diferential","Suport diferential","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Produs</th>
			<td>&nbsp;&nbsp; origine</td>
		</tr>
		<tr>
			<th scope=""row"">Reper poza</th>
			<td>&nbsp; pozitia 15</td>
		</tr>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp; dreapta</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","25/11/2016 15:18:32","21/6/2019 08:22:46","kit",""
"3493772",,"0","601","active","ro","025606310","Radiator racire ","radiator-racire-polcar-025606310","Radiator racire ","Radiator racire ","Radiator racire ","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th>Lungime [mm]</th>
			<td>557</td>
			<th>Latime [mm]</th>
			<td>380</td>
			<th>Ad&acirc;ncime (mm)</th>
			<td>27</td>
			<th>Tip cutie viteza</th>
			<td>cv. manuala</td>
			<th>Versiune</th>
			<td>produced by BEHR</td>
		</tr>
	</tbody>
</table>
","Radiator racire ","no","no","in_stock","25/11/2016 16:58:01","25/11/2016 17:22:15","newOEM",""
"3493773",,"0","602","active","ro","K80078","Set bucsa bara stabilizatoare","set-bucsa-bara-stabilizatoare-k80078","Set bucsa bara stabilizatoare","Set bucsa bara stabilizatoare","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Diametru bara</th>
			<td>&nbsp;&nbsp; 33 mm</td>
		</tr>
		<tr>
			<th scope=""row"">Latime</th>
			<td>&nbsp;&nbsp; 41 mm</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","25/11/2016 17:42:39","25/11/2016 17:42:39","kit",""
"3494540",,"2","582","active","ro","8346","ProLine PREMIUM Spray Degripant & Deruginol; 400mL","proline-premium-spray-degripant-deruginol-400ml-8346","ProLine PREMIUM Spray Degripant & Deruginol","ProLine PREMIUM Spray Degripant & Deruginol","","<p>Spray profesional destinat celor mai incapatanate suruburi sau bolturi. Prin continutul de Molybdenum reduce volumul utilizat la 20% din cantitatea unui degripant normal.</p>

<p><strong>Beneficii:</strong></p>

<ul>
	<li>Descompune rugina aproape instant</li>
	<li>Formeaza&nbsp;pelicula&nbsp;anti-apa&nbsp;prevenind rugina ulterioara</li>
	<li>Se evapora&nbsp;dupa&nbsp;ce degripeaza&nbsp;in cca. 3 minute</li>
	<li>Ideal pentru orice utilizare de curatare a ruginei, lubrifiere locala si degripare a bolturilor</li>
	<li>Se foloseste cca. 75% mai putin decat alte produse similare&nbsp;pentru a obtine acelasi rezultat</li>
</ul>
","Spray profesional destinat celor mai incapatanate suruburi sau bolturi. Prin continutul de Molybdenum reduce volumul utilizat la 20% din cantitatea unui degripant normal.","no","no","in_stock","14/5/2019 10:28:41","14/5/2019 10:29:55","",""
"3493800",,"1","582","active","ro","7878","5W-30 PROTECTION PLUS FE; 1.89L / 0.5 Gal","protection-plus-fe-189l-05-gal-7878","PROTECTION PLUS FE","PROTECTION PLUS FE","","<p><strong>Acest ulei este recomandat atat pentru motoarele pe benzina cat si turbo diesel fara DPF, care necesita vascozitate 5W-30, precum Ford, GM, Opel si altele.</strong></p>

<p><strong>Specificatii</strong><br />
&nbsp;</p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>
			<p>&nbsp;API SN/CF/CD</p>

			<p>&nbsp;ACEA A3/B3/B4-08</p>

			<p>OPEL/GM 4718M &amp; 6094M</p>

			<p>Honda/Acura HTO-06</p>

			<p>Chrysler MS6395</p>

			<p>Ford WSS-M2C945-A/946-A / WSS-M2C913</p>
			</td>
		</tr>
	</tbody>
</table>

<p>Uleiul&nbsp;de motor Triax PROTECTION PLUS FE este fabricat in SUA.</p>
","Ulei de motor Triax PROTECTION PLUS FE, 1.89L","yes","","in_stock","6/12/2016 13:17:32","4/1/2017 14:46:21","",""
"3493776",,"1","404","inactive","ro","4868","EUROPEAN CAR FORMULA (4.73L)","european-car-formula-473l-4868","Ulei de motor  ","Ulei de motor  ","","<p>Mobil 1&nbsp;EUROPEAN CAR FORMULA 0W-40, bidon de 5Qt, este un lubrifiant produs in Statele Unite ale Americii, destinate masinilor produse in Europa.</p>

<p><strong>Mobil 1 European Car Formula 0W-40</strong> este un ulei creat prin combinarea unor uleiuri performante de baza cu aditivi moderni. Datorita vascozitatii sale, acesta depaseste orice nivel de <strong>protectie a motorului</strong>&nbsp;oferita de predecesorii sai. Ofera protectie sporita<strong> impotriva uzurii</strong> in orice conditie, <strong>indiferent de temperatura</strong>.</p>

<p><strong>Formula</strong> acestui lubrifiant permite pastrarea unui <strong>motor curat</strong> prin <strong>reducerea la minim</strong> a depunerilor de praf sau murdarie, frecvent intalnite in conditii de temperatura ridicata.&nbsp;</p>

<p><strong>Proprietati</strong></p>

<p>-contine agenti activi de curatare a motorului</p>

<p>-durata de viata mai mare ce permite un interval de schimb mai indelungat</p>

<p>-consum redus de ulei si de carburant</p>

<p>-performante imbunatatie la pornirea la rece</p>

<p>-lubrifiere optima indiferent de conditii</p>

<p><strong>Aprobari</strong></p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>API SN/SM/SL/SJ/CF<br />
			ACEA A3/B3/A3/B4<br />
			Nissan GT-R<br />
			MB 229.3/229.5&nbsp;<br />
			BMW LONGLIFE01&nbsp;<br />
			VW 502.00/505.00&nbsp;<br />
			PORSCHE A40<br />
			OPEL Long Life GM-LL-A-025&nbsp;<br />
			OPEL Diesel GM-LL-B-025&nbsp;<br />
			FIAT 9.55535 - M2/&nbsp;9.55535 - N2/&nbsp;9.55535 - Z2</td>
		</tr>
	</tbody>
</table>

<p><br />
<strong>Specificatii</strong></p>

<table border=""1"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<td>Clasa de vascozitate</td>
			<td>0W-40</td>
		</tr>
		<tr>
			<td>Vascozitate la 40&ordm;C</td>
			<td>75&nbsp;ASTM D445</td>
		</tr>
		<tr>
			<td>Vascozitate la 100&ordm;C</td>
			<td>13.5&nbsp;ASTM D445</td>
		</tr>
		<tr>
			<td>Index de vascozitate</td>
			<td>185&nbsp;ASTM D445</td>
		</tr>
		<tr>
			<td>High temperature/ High shear temperature</td>
			<td>3.8&nbsp;ASTM D4683</td>
		</tr>
		<tr>
			<td>Base number</td>
			<td>11.8&nbsp;ASTM D2896</td>
		</tr>
		<tr>
			<td>Punct de aprindere</td>
			<td>230&ordm;</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>

<p><strong>Mobil 1 European Car Formula 0W-40 este fabricat in SUA.</strong></p>
","Mobil 1 EUROPEAN CAR FORMULA 0W-40, bidon de 5Qt","yes","","not_in_stock","28/11/2016 15:13:52","21/12/2017 21:26:50","",""
"3493778",,"0","599","active","ro","D1020","Placute frana ceramice","placute-frana-ceramice-d1020","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;spate</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;122.7</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;45.2</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;15.5</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","28/11/2016 16:14:54","28/11/2016 16:14:54","kit",""
"3493779",,"0","39","active","ro","D1084","Placute frana","placute-frana-d1084","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare [mm]</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;177.8</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;60.9</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;17.7</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","no","no","in_stock","28/11/2016 16:42:20","28/11/2016 16:42:20","kit",""
"3493780",,"0","599","active","ro","D1011","Placute frana","placute-frana-d1011","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;176</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;58.8</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;20.0</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","28/11/2016 16:53:49","28/11/2016 16:53:49","kit",""
"3493781",,"0","599","active","ro","D1264","Placute frana","placute-frana-d1264","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare [mm]</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;149.1</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;62.1</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;16.5</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","28/11/2016 17:04:55","28/11/2016 17:04:55","kit",""
"3493782",,"0","599","active","ro","D921","Placute frana","placute-frana-d921","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;182.4</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;56.7</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;14.1</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","28/11/2016 17:17:50","28/11/2016 17:17:50","kit",""
"3493783",,"0","599","active","ro","D652","Placute frana","placute-frana-d652","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;154</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;56.1</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;16.5</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","28/11/2016 17:37:11","28/11/2016 17:37:11","kit",""
"3493784",,"0","600","active","ro","SMD1047","Placute frana","placute-frana-smd1047","Placute frana","Placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;&nbsp;&nbsp;&nbsp; punte fata</td>
		</tr>
		<tr>
			<th scope=""row"">Lungime</th>
			<td>&nbsp;&nbsp;&nbsp;&nbsp; 172.5 mm</td>
		</tr>
		<tr>
			<th scope=""row"">Latime</th>
			<td>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 67.5 mm</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime</th>
			<td>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 15.8 mm</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","28/11/2016 19:54:28","28/11/2016 20:14:32","kit",""
"3493785",,"0","599","active","ro","D1169","Placute frana ","placute-frana-centric-d1169","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;178.3</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;58.3</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;17.8</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","29/11/2016 13:55:21","13/6/2017 15:34:44","kit",""
"3493786",,"0","599","active","ro","D1331","Placute frana","placute-frana-d1331","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;162.1</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;69.7</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;16.3</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","29/11/2016 14:12:59","29/11/2016 14:12:59","kit",""
"3493787",,"0","599","active","ro","D1279","Placute frana","placute-frana-d1279","Placute frana","","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;spate</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;166.1</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime 1/ Inaltime 2 [mm]</th>
			<td>&nbsp;60.0/53.3</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime 1/ Grosime 2 [mm]</th>
			<td>&nbsp;21.0/19.9</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","29/11/2016 14:25:10","29/11/2016 14:25:10","kit",""
"3493788",,"0","39","active","ro","D1083","Placute frana","placute-frana-d1083","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;248.92</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;165.1</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;63.5</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","29/11/2016 14:36:57","29/11/2016 14:36:57","kit",""
"3493789",,"0","599","active","ro","D1414","Placute frana","placute-frana-d1414","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;194.3</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime 1/ Inaltime 2 [mm]</th>
			<td>&nbsp;69.4/67.8</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;18.1</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","29/11/2016 14:56:59","29/11/2016 15:17:25","kit",""
"3493790",,"0","599","active","ro","D702","Placute frana","placute-frana-d702","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;188.7</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;55.1</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;16.5</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","29/11/2016 15:37:41","29/11/2016 15:37:41","kit",""
"3493791",,"0","599","active","ro","D759","Placute frana","placute-frana-d759","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;spate</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;142.7</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;47.0</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;15.7</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","29/11/2016 15:52:23","29/11/2016 16:12:57","kit",""
"3493792",,"0","599","active","ro","D753","Placute frana semi-metalice","placute-frana-semi-metalice-d753","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;148</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;61.5</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;17.0</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","29/11/2016 16:20:54","29/11/2016 16:20:54","kit",""
"3493793",,"0","599","active","ro","D753","Placute frana ceramice","placute-frana-ceramice-d753","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;148</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;61.5</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;17</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","29/11/2016 16:25:38","29/11/2016 16:25:38","kit",""
"3493794",,"0","599","active","ro","D655","Placute frana","placute-frana-d655","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;220.2</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;18.7</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","29/11/2016 16:59:57","29/11/2016 16:59:57","kit",""
"3493795",,"0","599","active","ro","D1069","Placute frana","placute-frana-d1069","Placute frana","placute frana","","<table border=""0"" cellpadding=""1"" cellspacing=""1"" style=""width:500px"">
	<tbody>
		<tr>
			<th scope=""row"">Parte montare</th>
			<td>&nbsp;fata</td>
		</tr>
		<tr>
			<th scope=""row"">Latime [mm]</th>
			<td>&nbsp;177.3</td>
		</tr>
		<tr>
			<th scope=""row"">Inaltime [mm]</th>
			<td>&nbsp;63.3</td>
		</tr>
		<tr>
			<th scope=""row"">Grosime [mm]</th>
			<td>&nbsp;20.6</td>
		</tr>
	</tbody>
</table>

<p>&nbsp;</p>
","","","","in_stock","29/11/2016 17:34:38","29/11/2016 17:34:38","kit",""
